Title,Authors,Journal,Year,nSamples,nPositive,Prevalence,HostFamily,HostGenus,Hosts,nSpecies,VirusGenus,VirusSubgenus,VirusStrain,DetectionType,StudyType,DetectionMethod,DetectionMethodSpecific,PCRMethod,GeneTarget,GeneTargetDetailed,Tissue,Sample,Country,State,SamplingSite,Latitude,Longitude,nSamplingTrips,YearDiscrete,MonthsDiscrete,StartYear,StartMonth,EndYear,EndMonth,Summer,Fall,Winter,Spring,TerminalSampling
rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin,Woo et al.,Emerg Microbes Infect,2018,21,4,0.190476,Vespertilionidae,Pipistrellus,Pipistrellus abramus,1,betacoronavirus,Merbecovirus,Pi-BatCoV-HKU5,pooled,cross-sectional,Lateral Flow Immunoassay,Lateral flow immunoassay,single,Other,N,"faecal, rectal, or anal",tissue,China,"Hong Kong, Guizhou",NA,NA,NA,NA,NA,NA,2006,NA,2015,NA,1,1,1,1,Yes
rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin,Woo et al.,Emerg Microbes Infect,2018,7,0,0,Vespertilionidae,Myotis,Myotis pilosus,1,betacoronavirus,Merbecovirus,Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5,pooled,cross-sectional,Lateral Flow Immunoassay,Lateral flow immunoassay,single,Other,N,"faecal, rectal, or anal",tissue,China,"Hong Kong, Guizhou",NA,NA,NA,NA,NA,NA,2006,NA,2015,NA,1,1,1,1,Yes
rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin,Woo et al.,Emerg Microbes Infect,2018,8,0,0,Miniopteridae,Miniopterus,Miniopterus pusillus,1,betacoronavirus,Merbecovirus,Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5,pooled,cross-sectional,Lateral Flow Immunoassay,Lateral flow immunoassay,single,Other,N,"faecal, rectal, or anal",tissue,China,"Hong Kong, Guizhou",NA,NA,NA,NA,NA,NA,2006,NA,2015,NA,1,1,1,1,Yes
rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin,Woo et al.,Emerg Microbes Infect,2018,9,0,0,Pteropodidae,Rousettus,Rousettus leschenaultii,1,betacoronavirus,Merbecovirus,Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5,pooled,cross-sectional,Lateral Flow Immunoassay,Lateral flow immunoassay,single,Other,N,"faecal, rectal, or anal",tissue,China,"Hong Kong, Guizhou",NA,NA,NA,NA,NA,NA,2006,NA,2015,NA,1,1,1,1,Yes
rapid detection of mers coronavirus-like viruses in bats: potential for tracking mers coronavirus transmission and animal origin,Woo et al.,Emerg Microbes Infect,2018,20,0,0,Hipposideridae,Hipposideros,Hipposideros pomona,1,betacoronavirus,Merbecovirus,Ty-BatCoV-HKU4 and Pi-BatCoV-HKU5,pooled,cross-sectional,Lateral Flow Immunoassay,Lateral flow immunoassay,single,Other,N,"faecal, rectal, or anal",tissue,China,"Hong Kong, Guizhou",NA,NA,NA,NA,NA,NA,2006,NA,2015,NA,1,1,1,1,Yes
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,14,0,0,Mormoopidae,Pteronotus,Pteronotus parnellii,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,"Palo Verde, Santa Rosa",NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,2,0,0,Mormoopidae,Pteronotus,Pteronotus gymnonotus,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Palo Verde,10.35394444,-85.32936111,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,6,0,0,Phyllostomidae,Carollia,Carollia subrufa,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,"Palo Verde, Nandayure",NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,49,1,0.020408,Phyllostomidae,Carollia,Carollia perspicillata,1,alphacoronavirus,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,NA,NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,18,0,0,Phyllostomidae,Carollia,Carollia sowelli,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,NA,NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,16,1,0.0625,Phyllostomidae,Carollia,Carollia castanea,1,alphacoronavirus,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,NA,NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,76,1,0.013158,Phyllostomidae,Artibeus,Artibeus jamaicensis,1,alphacoronavirus,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,NA,NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,7,0,0,Phyllostomidae,Artibeus,Artibeus lituratus,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,"Palo Verde, San Jose, Santa Rosa",NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,8,0,0,Phyllostomidae,Dermanura,Dermanura watsoni,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,"Tirimbina Biological Station, Nandayure, Santa Rosa",NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,1,0,0,Phyllostomidae,Dermanura,Dermanura phaeotis,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Parrita,9.896111111,-84.40069444,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,6,0,0,Phyllostomidae,Vampyressa,Vampyressa nymphaea,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,"Tirimbina Biological Station, Parrita",NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,7,0,0,Phyllostomidae,Uroderma,Uroderma bilobatum,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,NA,NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,2,0,0,Phyllostomidae,Platyrrhinus,Platyrrhinus vittatus,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Virgen del Socorro,10.29219444,-84.12258333,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,2,0,0,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,"Parrita, Santa Rosa",NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,27,0,0,Phyllostomidae,Desmodus,Desmodus rotundus,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,NA,NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,21,1,0.047619,Phyllostomidae,Glossophaga,Glossophaga soricina,1,alphacoronavirus,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,NA,NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,7,0,0,Phyllostomidae,Glossophaga,Glossophaga commissarisi,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,San Jose,9.938694444,-84.04522222,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,2,0,0,Phyllostomidae,Hylonycteris,Hylonycteris underwoodi,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Virgen del Socorro,10.29219444,-84.12258333,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,1,0,0,Phyllostomidae,Anoura,Anoura cultrata,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Palo Verde,10.35394444,-85.32936111,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,11,0,0,Phyllostomidae,Sturnira,Sturnira ludovici,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,"Virgen del Socorro, San Jose",NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,6,0,0,Phyllostomidae,Sturnira,Sturnira lilium,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,"Palo Verde, Virgen del Socorro, San Jose",NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,1,0,0,Phyllostomidae,Sturnira,Sturnira mordax,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Virgen del Socorro,10.29219444,-84.12258333,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,2,0,0,Phyllostomidae,Lampronycteris,Lampronycteris brachyotis,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Palo Verde,10.35394444,-85.32936111,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,3,0,0,Phyllostomidae,Trachops,Trachops cirrhosus,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Palo Verde,10.35394444,-85.32936111,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,1,0,0,Phyllostomidae,Lophostoma,Lophostoma silvicolum,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Palo Verde,10.35394444,-85.32936111,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,2,0,0,Phyllostomidae,Lophostoma,Lophostoma brasiliense,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Tirimbina Biological Station,10.41705556,-84.12372222,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,1,0,0,Phyllostomidae,Tonatia,Tonatia saurophila,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Tirimbina Biological Station,10.41705556,-84.12372222,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,1,0,0,Phyllostomidae,Micronycteris,Micronycteris microtis,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Bolson,10.35155556,-85.41827778,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,1,0,0,Phyllostomidae,Lonchorhina,Lonchorhina aurita,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Tirimbina Biological Station,10.41705556,-84.12372222,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,10,0,0,Vespertilionidae,Eptesicus,Eptesicus brasiliensis,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Tirimbina Biological Station,10.41705556,-84.12372222,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,3,0,0,Vespertilionidae,Eptesicus,Eptesicus furinalis,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Tirimbina Biological Station,10.41705556,-84.12372222,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,3,0,0,Vespertilionidae,Eptesicus,Eptesicus fuscus,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,San Jose,9.938694444,-84.04522222,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,4,0,0,Vespertilionidae,Myotis,Myotis nigricans,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,"Tirimbina Biological Station, Sarapiqui",NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,1,0,0,Vespertilionidae,Myotis,Myotis elegans,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Tirimbina Biological Station,10.41705556,-84.12372222,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,3,0,0,Vespertilionidae,Rhogeessa,Rhogeessa tumida,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,"Palo Verde, Santa Rosa",NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,1,0,0,Vespertilionidae,Rhogeessa,Rhogeessa io,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Sarapiqui,10.40305556,-84.13377778,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,5,0,0,Noctilionidae,Noctilio,Noctilio albiventris,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Palo Verde,10.35394444,-85.32936111,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,65,0,0,Molossidae,Molossus,Molossus sinaloae,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,"Sarapiqui, Nicoya",NA,NA,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,5,0,0,Molossidae,Molossus,Molossus rufus,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,San Jose,9.938694444,-84.04522222,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,1,0,0,Molossidae,Eumops,Eumops glaucinus,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Puntarenas,9.977611111,-84.83797222,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
neotropical bats from costa rica harbour diverse coronaviruses,Moreira-Soto et al.,Zoonoses Public Health,2015,2,0,0,Emballonuridae,Saccopteryx,Saccopteryx bilineata,1,genus not specified,NA,NA,pooled,longitudinal,PCR,pancoronavirus RT-PCR,single,RdRp,RdRp,"faecal, rectal, or anal",pooled,Costa Rica,NA,Puntarenas,9.977611111,-84.83797222,NA,NA,NA,2012,NA,2014,NA,1,1,1,1,No
severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats,Lau et al.,Proceedings of The National Academy of Sciences of The United States of America,2005,12,0,0,Hipposideridae,Hipposideros,Hipposideros armiger,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,China,Hong Kong,11 sites,NA,NA,NA,NA,NA,2004,NA,2005,NA,1,1,1,1,No
severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats,Lau et al.,Proceedings of The National Academy of Sciences of The United States of America,2005,23,0,0,Miniopteridae,Miniopterus,Miniopterus magnater,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,China,Hong Kong,11 sites,NA,NA,NA,NA,NA,2004,NA,2005,NA,1,1,1,1,No
severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats,Lau et al.,Proceedings of The National Academy of Sciences of The United States of America,2005,24,0,0,Miniopteridae,Miniopterus,Miniopterus pusillus,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,China,Hong Kong,11 sites,NA,NA,NA,NA,NA,2004,NA,2005,NA,1,1,1,1,No
severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats,Lau et al.,Proceedings of The National Academy of Sciences of The United States of America,2005,3,0,0,Vespertilionidae,Myotis,Myotis chinensis,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,China,Hong Kong,11 sites,NA,NA,NA,NA,NA,2004,NA,2005,NA,1,1,1,1,No
severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats,Lau et al.,Proceedings of The National Academy of Sciences of The United States of America,2005,2,0,0,Vespertilionidae,Myotis,Myotis pilosus,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,China,Hong Kong,11 sites,NA,NA,NA,NA,NA,2004,NA,2005,NA,1,1,1,1,No
severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats,Lau et al.,Proceedings of The National Academy of Sciences of The United States of America,2005,2,0,0,Vespertilionidae,Nyctalus,Nyctalus noctula,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,China,Hong Kong,11 sites,NA,NA,NA,NA,NA,2004,NA,2005,NA,1,1,1,1,No
severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats,Lau et al.,Proceedings of The National Academy of Sciences of The United States of America,2005,2,0,0,Rhinolophidae,Rhinolophus,Rhinolophus affinis,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,China,Hong Kong,11 sites,NA,NA,NA,NA,NA,2004,NA,2005,NA,1,1,1,1,No
surveillance of bat coronaviruses in kenya identifies relatives of human coronaviruses nl63 and 229e and their recombination history,Tao et al.,J Virol,2017,2,1,0.5,Megadermatidae,Cardioderma,Cardioderma cor,1,alphacoronavirus,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Kenya,NA,22,NA,NA,NA,NA,NA,2007,NA,2010,NA,1,1,1,1,No
surveillance of bat coronaviruses in kenya identifies relatives of human coronaviruses nl63 and 229e and their recombination history,Tao et al.,J Virol,2017,1,0,0,Megadermatidae,Cardioderma,Cardioderma cor,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Kenya,NA,26,NA,NA,NA,NA,NA,2007,NA,2010,NA,1,1,1,1,No
surveillance of bat coronaviruses in kenya identifies relatives of human coronaviruses nl63 and 229e and their recombination history,Tao et al.,J Virol,2017,5,1,0.2,Megadermatidae,Cardioderma,Cardioderma cor,1,alphacoronavirus,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Kenya,NA,43,NA,NA,NA,NA,NA,2007,NA,2010,NA,1,1,1,1,No
surveillance of bat coronaviruses in kenya identifies relatives of human coronaviruses nl63 and 229e and their recombination history,Tao et al.,J Virol,2017,8,0,0,Molossidae,Chaerephon,Chaerephon pumilus,1,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Kenya,NA,18,NA,NA,NA,NA,NA,2007,NA,2010,NA,1,1,1,1,No
surveillance of bat coronaviruses in kenya identifies relatives of human coronaviruses nl63 and 229e and their recombination history,Tao et al.,J Virol,2017,1,0,0,Molossidae,Chaerephon,NA,NA,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Kenya,NA,18,NA,NA,NA,NA,NA,2007,NA,2010,NA,1,1,1,1,No
surveillance of bat coronaviruses in kenya identifies relatives of human coronaviruses nl63 and 229e and their recombination history,Tao et al.,J Virol,2017,7,1,0.142857,Molossidae,Chaerephon,NA,NA,alphacoronavirus,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Kenya,NA,23,NA,NA,NA,NA,NA,2007,NA,2010,NA,1,1,1,1,No
surveillance of bat coronaviruses in kenya identifies relatives of human coronaviruses nl63 and 229e and their recombination history,Tao et al.,J Virol,2017,32,5,0.15625,Molossidae,Chaerephon,NA,NA,alphacoronavirus,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Kenya,NA,27,NA,NA,NA,NA,NA,2007,NA,2010,NA,1,1,1,1,No
surveillance of bat coronaviruses in kenya identifies relatives of human coronaviruses nl63 and 229e and their recombination history,Tao et al.,J Virol,2017,14,2,0.142857,Molossidae,Chaerephon,NA,NA,alphacoronavirus,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Kenya,NA,33,NA,NA,NA,NA,NA,2007,NA,2010,NA,1,1,1,1,No
surveillance of bat coronaviruses in kenya identifies relatives of human coronaviruses nl63 and 229e and their recombination history,Tao et al.,J Virol,2017,12,0,0,Molossidae,Chaerephon,NA,NA,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Kenya,NA,36,NA,NA,NA,NA,NA,2007,NA,2010,NA,1,1,1,1,No
surveillance of bat coronaviruses in kenya identifies relatives of human coronaviruses nl63 and 229e and their recombination history,Tao et al.,J Virol,2017,25,4,0.16,Molossidae,Chaerephon,NA,NA,alphacoronavirus,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Kenya,NA,37,NA,NA,NA,NA,NA,2007,NA,2010,NA,1,1,1,1,No
surveillance of bat coronaviruses in kenya identifies relatives of human coronaviruses nl63 and 229e and their recombination history,Tao et al.,J Virol,2017,22,0,0,Molossidae,Chaerephon,NA,NA,genus not specified,NA,NA,pooled,cross-sectional,PCR,RT-PCR,single,RdRp,RdRp,pooled swabs/samples,swab,Kenya,NA,38,NA,NA,NA,NA,NA,2007,NA,2010,NA,1,1,1,1,No
